speaker_id	conversation_id	derailed	word_count	utterance_count	mean_abs_z	max_z	z_future-progressive-conditional-active	z_future-progressive-indicative-active	z_future-simple-conditional-active	z_future-simple-conditional-passive	z_future-simple-indicative-active	z_future-simple-indicative-passive	z_none-perfect-infinitival-active	z_none-perfect-infinitival-passive	z_none-progressive-infinitival-active	z_none-progressive-participle-passive	z_none-simple-infinitival-active	z_none-simple-infinitival-passive	z_none-simple-participle-active	z_none-simple-participle-passive	z_past-perfect-conditional-active	z_past-perfect-conditional-passive	z_past-perfect-indicative-active	z_past-perfect-indicative-passive	z_past-perfect-progressive-indicative-active	z_past-progressive-conditional-active
SHOUT357437943	198206764.1943.1943	0	271	4	0.4458	1.4246	0.0000	0.0000	0.0000	0.0000	-0.2234	0.0000	0.0000	0.0000	0.0000	0.0000	1.4246	0.0000	-0.1635	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Tiddly Tom	198206764.1943.1943	0	65	1	0.7773	1.5090	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.3909	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Luk	198206764.1943.1943	0	68	1	1.0234	3.7972	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.7972	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
C.Gesualdo	764743515.23431.23431	1	184	3	0.8804	1.5425	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.2412	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Johnbod	764743515.23431.23431	1	48	1	1.3304	2.2858	0.0000	0.0000	0.0000	0.0000	1.1785	0.0000	0.0000	0.0000	0.0000	0.0000	1.5022	0.0000	0.0000	0.0000	0.0000	0.0000	2.2858	0.0000	0.0000	0.0000
Freshacconci	764743515.23431.23431	1	25	1	1.5079	3.5119	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.3821	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Modernist	764743515.23431.23431	1	30	1	1.4454	1.7147	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Mnewmanqc	183506545.51382.51382	1	30	1	2.2540	4.3880	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Mrblondnyc	183506545.51382.51382	1	152	2	0.9201	1.4264	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-1.0252	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
208.104.45.20	183506545.51382.51382	1	381	3	0.6153	0.7845	0.0000	0.0000	-0.7010	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.5538	0.0000	-0.6649	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Scott	253914735.46610.46610	1	55	3	0.9506	2.0954	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.1894	0.0000	0.9755	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Collect	253914735.46610.46610	1	155	3	0.4051	0.9418	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.8245	0.0000	-0.2614	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Smidgy	253914735.46610.46610	1	324	4	0.7085	1.5764	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-1.0544	-0.4673	0.0000	0.0000	-0.2495	0.0000	0.0000	0.0000	0.0000	0.0000
75.51.167.249	517099363.23615.23615	1	355	4	0.7078	0.9922	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.6874	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LoveMonkey	517099363.23615.23615	1	194	3	0.6296	1.1277	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-1.1277	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
InformedContent	517099363.23615.23615	1	66	1	1.1019	1.9662	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6836	0.0000	0.6560	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Adam Carr	10942836.99038.99038	1	233	5	0.3956	0.6411	0.0000	0.0000	0.0000	0.0000	0.3493	0.0000	0.0000	0.0000	0.0000	0.0000	-0.2625	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Skyring	10942836.99038.99038	1	135	3	0.3395	0.7659	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6625	0.0000	0.1016	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Michael Snow	10942836.99038.99038	1	28	1	1.1806	2.0417	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Smartjoe299	172982660.2062.2062	1	44	2	1.4390	1.7750	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.7750	0.0000	1.4548	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Paul730	172982660.2062.2062	1	213	2	0.2412	0.5987	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.1464	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
86.156.109.36	172982660.2062.2062	1	79	2	0.3640	0.4751	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3931	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Zythe	172982660.2062.2062	1	32	2	0.9953	1.8355	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
86.155.84.153	172982660.2062.2062	1	135	1	0.8051	1.7022	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.7022	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
81.248.147.145	831966213.43818.43818	1	52	2	0.9597	2.2688	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Chaheel Riens	831966213.43818.43818	1	210	4	0.4847	1.0178	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.4701	0.0000	-0.4395	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
90.36.154.194	831966213.43818.43818	1	101	1	0.5049	0.7868	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.7859	0.3144	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
90.36.162.71	831966213.43818.43818	1	182	2	0.3665	0.7075	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.7075	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
BaronBifford	728346309.17576.17576	1	622	6	0.4913	0.8776	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0064	-0.6369	-0.6026	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
DonCalo	728346309.17576.17576	1	199	3	0.3599	0.5770	0.0000	0.0000	0.0000	0.0000	-0.4688	0.0000	0.0000	0.0000	0.0000	0.0000	-0.4132	-0.2449	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
202.47.49.139	39598073.84.84	1	73	2	0.2960	0.6161	0.0000	0.4465	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Xtra	39598073.84.84	1	92	3	0.4068	1.0327	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0668	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Grant65	39598073.84.84	1	41	1	0.8787	1.3108	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2578	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
202.47.51.163	39598073.84.84	1	66	1	0.8398	1.7489	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6836	0.9167	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Albinomonkey	39598073.84.84	1	269	2	0.5606	1.2313	0.0000	0.0000	-0.5140	0.0000	-0.6051	0.0000	0.0000	0.0000	0.0000	0.0000	-1.2313	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Tancred	39598073.84.84	1	30	1	2.1293	2.5170	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
69.174.226.202	83485614.4262.4262	1	267	3	0.4882	0.8951	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.2788	0.0000	-0.1502	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Wolfkeeper	83485614.4262.4262	1	251	3	0.4991	1.0527	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2228	0.0000	-0.5216	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Derek Ross	83485614.4262.4262	1	138	2	0.4074	1.1107	0.0000	0.0000	0.0000	0.0000	-0.2374	0.0000	0.0000	0.0000	0.0000	0.0000	1.1107	0.0000	-0.1776	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Nick Thorne	708553373.62735.62735	1	490	6	0.5662	0.8137	0.0000	0.0000	0.0000	0.0000	-0.3545	0.0000	0.0000	0.0000	0.0000	0.0000	-0.1761	0.0000	-0.7265	0.0000	0.0000	0.0000	-0.7020	0.0000	0.0000	0.0000
Andy Dingley	708553373.62735.62735	1	196	4	0.6612	1.1315	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-1.1315	0.0000	-0.4037	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Daddy Kindsoul	32969593.31646.31646	1	311	4	0.6803	1.2674	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-1.2674	-0.4525	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
ChrisB	32969593.31646.31646	1	154	3	0.3162	0.5636	0.0000	0.0000	0.0000	0.0000	-0.3158	0.0000	0.0000	0.0000	0.0000	0.0000	-0.5636	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
65.92.231.242	270702530.19384.19384	1	85	3	0.3534	1.0491	0.0000	0.0000	0.0000	0.0000	0.2335	0.0000	0.0000	0.0000	0.0000	0.0000	0.1958	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Rocksey	270702530.19384.19384	1	96	2	0.4777	1.2551	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.2551	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
AniMate	270702530.19384.19384	1	45	1	0.1108	0.1201	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1016	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
TAnthony	270702530.19384.19384	1	87	1	0.7398	0.9692	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.6711	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Shagie	360010363.9905.9905	1	188	3	0.5011	0.7477	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.3496	0.0000	0.1801	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Nsaum75	360010363.9905.9905	1	40	1	0.7327	1.6459	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Martinvl	550702572.100467.100467	1	82	2	0.4488	1.4524	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2578	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Gareth Griffith-Jones	550702572.100467.100467	1	42	2	2.8594	4.5072	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.0081	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Cobhama	550702572.100467.100467	1	98	2	0.7818	2.3091	0.0000	0.0000	0.5965	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0291	0.0000	1.2103	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Ukufwakfgr	267409267.35674.35674	1	379	4	0.4920	0.8663	0.0000	0.0000	0.0000	0.0000	-0.4426	0.0000	0.0000	0.0000	0.0000	0.0000	-0.1687	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
MSJapan	267409267.35674.35674	1	100	1	0.6087	1.4652	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.6200	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Blueboar	267409267.35674.35674	1	75	1	0.3672	0.5713	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.5387	0.0000	0.4643	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Woodroar	87440060.8494.8494	1	173	3	0.5147	1.2839	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.6663	0.0000	-0.3321	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
69.250.130.215	87440060.8494.8494	1	189	3	0.5393	1.1687	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.1687	0.0000	-0.3837	-0.2612	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
LuckyS	77869991.30682.30682	1	144	3	0.4707	0.9988	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.9988	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Zora	77869991.30682.30682	1	199	7	0.3759	0.7550	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.2449	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Malleus Fatuorum	128836290.41741.41741	1	158	4	0.5995	1.0432	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-1.0432	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Epbr123	128836290.41741.41741	1	42	4	0.6515	1.0871	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2159	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Nev1	128836290.41741.41741	1	88	2	0.2550	0.3398	0.0000	0.0000	0.0000	0.0000	0.0000	0.3398	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.2566	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Andrew Ellard	325534919.46237.46237	1	18	2	4.2653	7.2652	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
79.74.199.148	325534919.46237.46237	1	115	4	0.4823	0.8727	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.8727	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Worm That Turned	325534919.46237.46237	1	43	1	1.0471	2.8309	0.0000	0.0000	2.8309	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
92.40.104.97	325534919.46237.46237	1	15	1	2.0706	2.3764	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
200.252.58.136	281923225.166.0	1	45	3	3.0368	5.3285	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.7448	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.6372
PeeJay2K3	281923225.166.0	1	62	2	1.1944	2.3691	0.0000	0.0000	0.0000	0.0000	2.3691	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
24.83.20.246	281923225.166.0	1	21	1	3.5113	9.1007	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.1007	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Cberlet	22326063.89754.89754	1	280	5	0.4642	1.3307	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.3307	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Nobs01	22326063.89754.89754	1	68	3	0.5534	1.5521	0.0000	0.0000	0.0000	0.0000	0.5400	0.0000	0.0000	0.0000	0.0000	0.0000	-0.4398	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
121.50.221.32	340044593.0.0	1	107	4	0.2902	1.2887	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0438	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Churba	340044593.0.0	1	349	4	0.4624	0.7625	0.0000	0.0000	0.0000	0.0000	-0.6939	0.0000	0.0000	0.0000	0.0000	0.0000	0.3584	-0.4927	-0.3374	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
131.244.3.45	340044593.0.0	1	49	2	0.9046	1.3173	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.2103	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Miesianiacal	659042646.80662.80662	1	258	4	0.5451	0.8091	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Zacwill	659042646.80662.80662	1	228	3	0.4107	0.9488	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.3965	0.0000	-0.4792	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
204.56.7.1	15640249.0.0	1	340	7	0.7291	1.5394	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.2279	0.0000	1.5394	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Fastfission	15640249.0.0	1	287	3	0.4591	0.9186	0.0000	-0.4998	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.3459	0.0000	0.0068	-0.4217	-0.5743	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
206.130.91.154	329808937.54123.54123	1	204	3	0.4418	1.0115	0.0000	0.0000	0.0000	0.0000	0.0292	0.0000	0.0000	0.0000	0.0000	0.0000	-0.7929	-0.2590	-0.4248	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Nemonoman	329808937.54123.54123	1	34	2	1.8263	4.8564	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.8564	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
JesseLackman	329808937.54123.54123	1	393	1	0.6323	0.9492	0.0000	0.0000	0.0000	0.0000	-0.7273	0.0000	0.0000	0.0000	0.0000	0.0000	-0.9492	0.0000	-0.6733	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Astynax	329808937.54123.54123	1	465	1	0.4640	0.8032	0.0000	0.0000	0.0000	0.0000	-0.7684	0.0000	0.0000	0.0000	0.0000	0.0000	-0.2598	0.0000	-0.0346	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
John Carter	329808937.54123.54123	1	182	1	0.5249	1.2713	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.2713	-0.1911	0.2171	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
59.95.101.171	408370379.27101.27101	1	101	2	0.2258	0.5445	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Wakari07	408370379.27101.27101	1	58	3	0.8799	1.7086	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.2572	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Amitrochates	408370379.27101.27101	1	38	1	0.2923	0.5357	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
HongQiGong	103044830.207.207	1	98	4	0.2887	0.7549	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.0291	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Fatck	103044830.207.207	1	89	2	0.8789	1.9272	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.6897	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Robertinventor	739570861.26040.26040	1	332	3	0.5700	0.9130	0.0000	0.0000	-0.6347	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-0.6312	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
BatteryIncluded	739570861.26040.26040	1	30	2	0.1201	0.1201	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Moonraker	329906881.31616.31616	1	814	4	0.7315	0.9400	0.0000	0.0000	-0.9400	0.0000	-0.8645	0.0000	-0.8968	0.0000	0.0000	0.0000	-0.7026	0.0000	0.2242	0.0000	0.0000	0.0000	0.0000	-0.4403	0.0000	0.0000
Parrot of Doom	329906881.31616.31616	1	408	3	0.4432	0.7371	0.0000	0.0000	0.0000	0.0000	-0.7371	0.0000	0.0000	0.0000	0.0000	0.0000	-0.4398	0.0000	-0.1663	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Tierbook	629293937.158885.158885	1	39	2	0.8900	1.3221	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
2602:30A:C01B:89F0:4C1F:A767:8E14:8CED	629293937.158885.158885	1	139	2	0.2439	0.5851	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0555	0.0000	-0.1831	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
89.132.122.57	629293937.158885.158885	1	40	2	0.6743	1.5128	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Boredwhytekid	629293937.158885.158885	1	10	1	1.2482	1.2482	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
179.177.197.133	629293937.158885.158885	1	66	1	0.9049	1.5109	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.5109	0.0000	0.0000	0.0000	-0.4077	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Pyphon	629293937.158885.158885	1	14	1	2.9840	5.1895	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
William M. Connolley	26803454.53755.53755	1	215	4	0.3876	1.1918	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.1760	0.0000	-0.4512	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Sheldon Rampton	26803454.53755.53755	1	191	2	0.4610	1.1219	0.0000	0.0000	-0.2541	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-1.1219	0.0000	-0.3896	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Silverback	26803454.53755.53755	1	208	2	0.3883	1.1527	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-1.1527	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
Vsmith	26803454.53755.53755	1	34	1	1.8527	3.3403	0.0000	0.0000	0.0000	0.0000	2.0725	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.3403	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000
